Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799971
FILLER_3_51,VPWR,li1,29.9000,19.0400,1.799971
FILLER_3_39,VPWR,li1,26.2200,19.0400,1.799977
FILLER_3_27,VPWR,li1,20.7000,19.0400,1.799985
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.799985
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799985
FILLER_2_214,VPWR,li1,104.4200,19.0400,1.799868
FILLER_2_177,VPWR,li1,88.7800,19.0400,1.799884
FILLER_2_165,VPWR,li1,84.1800,19.0400,1.799893
FILLER_2_153,VPWR,li1,78.6600,19.0400,1.799899
FILLER_2_141,VPWR,li1,73.1400,19.0400,1.799907
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.799914
FILLER_2_133,VPWR,li1,68.0800,19.0400,1.799914
FILLER_2_121,VPWR,li1,63.9400,19.0400,1.799921
FILLER_2_109,VPWR,li1,58.4200,19.0400,1.799930
FILLER_2_97,VPWR,li1,52.9000,19.0400,1.799936
FILLER_2_85,VPWR,li1,47.3800,19.0400,1.799945
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799952
FILLER_2_77,VPWR,li1,42.3200,19.0400,1.799952
FILLER_2_65,VPWR,li1,38.1800,19.0400,1.799958
FILLER_2_53,VPWR,li1,32.6600,19.0400,1.799967
FILLER_2_41,VPWR,li1,27.1400,19.0400,1.799977
FILLER_2_29,VPWR,li1,21.6200,19.0400,1.799985
FILLER_2_27,VPWR,li1,18.1700,19.0400,1.799985
FILLER_2_15,VPWR,li1,15.1800,19.0400,1.799985
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799985
FILLER_1_233,VPWR,li1,113.1600,13.6000,1.799901
FILLER_1_213,VPWR,li1,103.7300,13.6000,1.799906
FILLER_1_209,VPWR,li1,101.8900,13.6000,1.799908
FILLER_1_194,VPWR,li1,97.5200,13.6000,1.799911
FILLER_1_189,VPWR,li1,92.9200,13.6000,1.799915
FILLER_1_181,VPWR,li1,90.6200,13.6000,1.799918
FILLER_1_169,VPWR,li1,86.0200,13.6000,1.799922
FILLER_1_167,VPWR,li1,82.5700,13.6000,1.799928
FILLER_1_161,VPWR,li1,80.9600,13.6000,1.799928
FILLER_1_149,VPWR,li1,76.8200,13.6000,1.799932
FILLER_1_137,VPWR,li1,71.3000,13.6000,1.799938
FILLER_1_125,VPWR,li1,65.7800,13.6000,1.799945
FILLER_1_113,VPWR,li1,60.2600,13.6000,1.799949
FILLER_1_111,VPWR,li1,56.8100,13.6000,1.799954
FILLER_1_105,VPWR,li1,55.2000,13.6000,1.799954
FILLER_1_93,VPWR,li1,51.0600,13.6000,1.799958
FILLER_1_81,VPWR,li1,45.5400,13.6000,1.799964
FILLER_1_69,VPWR,li1,40.0200,13.6000,1.799970
FILLER_1_57,VPWR,li1,34.5000,13.6000,1.799975
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799980
FILLER_1_51,VPWR,li1,29.9000,13.6000,1.799980
FILLER_1_39,VPWR,li1,26.2200,13.6000,1.799984
FILLER_1_27,VPWR,li1,20.7000,13.6000,1.799990
FILLER_1_15,VPWR,li1,15.1800,13.6000,1.799990
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799990
FILLER_0_239,VPWR,li1,115.9200,13.6000,1.799901
FILLER_0_225,VPWR,li1,109.2500,13.6000,1.799902
FILLER_0_201,VPWR,li1,98.2100,13.6000,1.799911
FILLER_0_197,VPWR,li1,97.0600,13.6000,1.799911
FILLER_0_193,VPWR,li1,94.9900,13.6000,1.799913
FILLER_0_181,VPWR,li1,91.5400,13.6000,1.799918
FILLER_0_169,VPWR,li1,86.0200,13.6000,1.799922
FILLER_0_165,VPWR,li1,82.1100,13.6000,1.799928
FILLER_0_153,VPWR,li1,78.6600,13.6000,1.799930
FILLER_0_141,VPWR,li1,73.1400,13.6000,1.799936
FILLER_0_137,VPWR,li1,69.2300,13.6000,1.799940
FILLER_0_125,VPWR,li1,65.7800,13.6000,1.799945
FILLER_0_113,VPWR,li1,60.2600,13.6000,1.799949
FILLER_0_109,VPWR,li1,56.3500,13.6000,1.799954
FILLER_0_97,VPWR,li1,52.9000,13.6000,1.799957
FILLER_0_85,VPWR,li1,47.3800,13.6000,1.799962
FILLER_0_81,VPWR,li1,43.4700,13.6000,1.799966
FILLER_0_69,VPWR,li1,40.0200,13.6000,1.799970
FILLER_0_57,VPWR,li1,34.5000,13.6000,1.799975
FILLER_0_53,VPWR,li1,30.5900,13.6000,1.799980
FILLER_0_41,VPWR,li1,27.1400,13.6000,1.799984
FILLER_0_29,VPWR,li1,21.6200,13.6000,1.799990
FILLER_0_27,VPWR,li1,18.1700,13.6000,1.799990
FILLER_0_15,VPWR,li1,15.1800,13.6000,1.799990
FILLER_0_3,VPWR,li1,9.6600,13.6000,1.799990
ANTENNA_16,VPWR,li1,103.0400,13.6000,1.799906
ANTENNA_15,VPWR,li1,117.3000,122.4000,1.798710
ANTENNA_14,VPWR,li1,98.9000,13.6000,1.799909
ANTENNA_13,VPWR,li1,120.0600,116.9600,1.799096
ANTENNA_12,VPWR,li1,118.2200,122.4000,1.798709
ANTENNA_11,VPWR,li1,120.5200,127.8400,1.798810
ANTENNA_10,VPWR,li1,117.7600,122.4000,1.798709
ANTENNA_9,VPWR,li1,14.2600,68.0000,1.799937
ANTENNA_8,VPWR,li1,100.2800,106.0800,1.798710
ANTENNA_7,VPWR,li1,83.7200,100.6400,1.799006
ANTENNA_6,VPWR,li1,41.4000,51.6800,1.799856
ANTENNA_5,VPWR,li1,94.7600,73.4400,1.799730
ANTENNA_4,VPWR,li1,93.3800,19.0400,1.799880
ANTENNA_3,VPWR,li1,107.6400,89.7600,1.799449
ANTENNA_2,VPWR,li1,113.1600,13.6000,1.799901
ANTENNA_1,VPWR,li1,89.7000,78.8800,1.799743
rebuffer8,VPWR,li1,92.2300,24.4800,1.799749
rebuffer7,VPWR,li1,91.7700,24.4800,1.799749
rebuffer6,VPWR,li1,91.7700,19.0400,1.799880
rebuffer5,VPWR,li1,96.1400,51.6800,1.799694
rebuffer4,VPWR,li1,72.6800,46.2400,1.799799
rebuffer3,VPWR,li1,41.8600,40.8000,1.799872
rebuffer2,VPWR,li1,40.4800,51.6800,1.799856
rebuffer1,VPWR,li1,60.0300,51.6800,1.799780
wire104,VPWR,li1,111.7800,78.8800,1.799721
max_cap103,VPWR,li1,35.4200,78.8800,1.799894
max_cap102,VPWR,li1,112.9300,24.4800,1.799729
max_cap101,VPWR,li1,80.9600,73.4400,1.799742
max_cap100,VPWR,li1,108.1000,68.0000,1.799659
max_cap99,VPWR,li1,92.0000,51.6800,1.799697
max_cap98,VPWR,li1,86.0200,78.8800,1.799746
max_cap97,VPWR,li1,34.5000,51.6800,1.799884
output96,VPWR,li1,41.1700,122.4000,1.799372
output95,VPWR,li1,43.4700,127.8400,1.799409
output94,VPWR,li1,52.6700,122.4000,1.799197
output93,VPWR,li1,61.8700,127.8400,1.799146
output92,VPWR,li1,48.9900,127.8400,1.799322
output91,VPWR,li1,33.3500,127.8400,1.799585
output90,VPWR,li1,30.5900,127.8400,1.799636
output89,VPWR,li1,119.3700,122.4000,1.798709
output88,VPWR,li1,103.2700,127.8400,1.798836
output87,VPWR,li1,60.4900,127.8400,1.799174
output86,VPWR,li1,107.8700,127.8400,1.798822
output85,VPWR,li1,112.9300,127.8400,1.798812
output84,VPWR,li1,115.2300,127.8400,1.798810
output83,VPWR,li1,75.6700,122.4000,1.798899
output82,VPWR,li1,77.0500,122.4000,1.798899
output81,VPWR,li1,81.6500,122.4000,1.798845
output80,VPWR,li1,77.5100,116.9600,1.799227
output79,VPWR,li1,104.6500,127.8400,1.798827
output78,VPWR,li1,88.5500,127.8400,1.798908
output77,VPWR,li1,83.9500,122.4000,1.798828
output76,VPWR,li1,66.4700,127.8400,1.799093
output75,VPWR,li1,87.1700,127.8400,1.798908
output74,VPWR,li1,92.6900,127.8400,1.798875
output73,VPWR,li1,81.6500,127.8400,1.798951
output72,VPWR,li1,94.0700,127.8400,1.798875
output71,VPWR,li1,67.8500,127.8400,1.799093
output70,VPWR,li1,69.2300,127.8400,1.799065
output69,VPWR,li1,54.0500,127.8400,1.799260
output68,VPWR,li1,56.3500,127.8400,1.799231
output67,VPWR,li1,42.0900,127.8400,1.799451
output66,VPWR,li1,35.6500,122.4000,1.799491
output65,VPWR,li1,58.6500,127.8400,1.799204
input64,VPWR,li1,16.5600,62.5600,1.799928
input63,VPWR,li1,9.2000,89.7600,1.799904
input62,VPWR,li1,7.8200,68.0000,1.799936
input61,VPWR,li1,14.0300,68.0000,1.799937
input60,VPWR,li1,9.2000,62.5600,1.799927
input59,VPWR,li1,11.0400,57.1200,1.799936
input58,VPWR,li1,8.9700,40.8000,1.799951
input57,VPWR,li1,113.6200,89.7600,1.799446
input56,VPWR,li1,116.3800,100.6400,1.798879
input55,VPWR,li1,17.4800,51.6800,1.799944
input54,VPWR,li1,89.7000,73.4400,1.799734
input53,VPWR,li1,116.3800,89.7600,1.799444
input52,VPWR,li1,103.0400,46.2400,1.799762
input51,VPWR,li1,120.0600,19.0400,1.799859
input50,VPWR,li1,117.3000,19.0400,1.799860
input49,VPWR,li1,117.3000,13.6000,1.799900
input48,VPWR,li1,114.5400,19.0400,1.799861
input47,VPWR,li1,111.7800,13.6000,1.799901
input46,VPWR,li1,109.9400,13.6000,1.799902
input45,VPWR,li1,116.3800,122.4000,1.798710
input44,VPWR,li1,7.8200,46.2400,1.799955
input43,VPWR,li1,100.2800,13.6000,1.799909
input42,VPWR,li1,118.6800,116.9600,1.799096
input41,VPWR,li1,77.2800,127.8400,1.798990
input40,VPWR,li1,116.8400,127.8400,1.798810
input39,VPWR,li1,9.6600,78.8800,1.799949
input38,VPWR,li1,7.5900,95.2000,1.799857
input37,VPWR,li1,9.2000,89.7600,1.799904
input36,VPWR,li1,7.8200,78.8800,1.799949
input35,VPWR,li1,9.2000,100.6400,1.799811
input34,VPWR,li1,9.2000,106.0800,1.799793
input33,VPWR,li1,9.2000,57.1200,1.799936
input32,VPWR,li1,13.5700,95.2000,1.799858
input31,VPWR,li1,12.1900,95.2000,1.799857
input30,VPWR,li1,14.9500,73.4400,1.799934
input29,VPWR,li1,11.9600,73.4400,1.799933
input28,VPWR,li1,9.6600,68.0000,1.799937
input27,VPWR,li1,9.2000,68.0000,1.799937
input26,VPWR,li1,9.4300,46.2400,1.799955
input25,VPWR,li1,115.9200,95.2000,1.799052
input24,VPWR,li1,120.0600,106.0800,1.798675
input23,VPWR,li1,9.2000,46.2400,1.799955
input22,VPWR,li1,100.0500,51.6800,1.799691
input21,VPWR,li1,118.6800,127.8400,1.798810
input20,VPWR,li1,105.8000,13.6000,1.799904
input19,VPWR,li1,100.7400,19.0400,1.799870
input18,VPWR,li1,120.0600,13.6000,1.799900
input17,VPWR,li1,107.6400,13.6000,1.799903
input16,VPWR,li1,120.0600,13.6000,1.799900
input15,VPWR,li1,104.1900,13.6000,1.799906
input14,VPWR,li1,101.8900,13.6000,1.799908
input13,VPWR,li1,120.7500,24.4800,1.799728
input12,VPWR,li1,7.5900,40.8000,1.799951
input11,VPWR,li1,120.5200,122.4000,1.798709
input10,VPWR,li1,120.7500,122.4000,1.798709
input9,VPWR,li1,118.9100,122.4000,1.798709
input8,VPWR,li1,74.9800,127.8400,1.799011
input7,VPWR,li1,10.1200,73.4400,1.799933
input6,VPWR,li1,9.8900,84.3200,1.799917
input5,VPWR,li1,9.8900,84.3200,1.799917
input4,VPWR,li1,10.5800,95.2000,1.799857
input3,VPWR,li1,14.2600,95.2000,1.799858
input2,VPWR,li1,9.8900,106.0800,1.799793
input1,VPWR,li1,17.2500,46.2400,1.799956
TAP_TAPCELL_ROW_42_265,VPWR,li1,108.7900,127.5330,1.798818
TAP_TAPCELL_ROW_42_264,VPWR,li1,95.9100,127.5330,1.798863
TAP_TAPCELL_ROW_42_263,VPWR,li1,83.0300,127.5330,1.798951
TAP_TAPCELL_ROW_42_262,VPWR,li1,70.1500,127.5330,1.799065
TAP_TAPCELL_ROW_42_261,VPWR,li1,57.2700,127.5330,1.799204
TAP_TAPCELL_ROW_42_260,VPWR,li1,44.3900,127.5330,1.799409
TAP_TAPCELL_ROW_42_259,VPWR,li1,31.5100,127.5330,1.799636
TAP_TAPCELL_ROW_42_258,VPWR,li1,18.6300,127.5330,1.799808
TAP_TAPCELL_ROW_41_257,VPWR,li1,108.7900,122.7060,1.798718
TAP_TAPCELL_ROW_41_256,VPWR,li1,83.0300,122.7060,1.798845
TAP_TAPCELL_ROW_41_255,VPWR,li1,57.2700,122.7060,1.799124
TAP_TAPCELL_ROW_41_254,VPWR,li1,31.5100,122.7060,1.799578
TAP_TAPCELL_ROW_40_253,VPWR,li1,95.9100,122.0930,1.798768
TAP_TAPCELL_ROW_40_252,VPWR,li1,70.1500,122.0930,1.798972
TAP_TAPCELL_ROW_40_251,VPWR,li1,44.3900,122.0930,1.799333
TAP_TAPCELL_ROW_40_250,VPWR,li1,18.6300,122.0930,1.799783
TAP_TAPCELL_ROW_39_249,VPWR,li1,108.7900,117.2660,1.799105
TAP_TAPCELL_ROW_39_248,VPWR,li1,83.0300,117.2660,1.799200
TAP_TAPCELL_ROW_39_247,VPWR,li1,57.2700,117.2660,1.799406
TAP_TAPCELL_ROW_39_246,VPWR,li1,31.5100,117.2660,1.799703
TAP_TAPCELL_ROW_38_245,VPWR,li1,95.9100,116.6530,1.799131
TAP_TAPCELL_ROW_38_244,VPWR,li1,70.1500,116.6530,1.799289
TAP_TAPCELL_ROW_38_243,VPWR,li1,44.3900,116.6530,1.799531
TAP_TAPCELL_ROW_38_242,VPWR,li1,18.6300,116.6530,1.799846
TAP_TAPCELL_ROW_37_241,VPWR,li1,108.7900,111.8260,1.798963
TAP_TAPCELL_ROW_37_240,VPWR,li1,83.0300,111.8260,1.799080
TAP_TAPCELL_ROW_37_239,VPWR,li1,57.2700,111.8260,1.799330
TAP_TAPCELL_ROW_37_238,VPWR,li1,31.5100,111.8260,1.799682
TAP_TAPCELL_ROW_36_237,VPWR,li1,95.9100,111.2130,1.799003
TAP_TAPCELL_ROW_36_236,VPWR,li1,70.1500,111.2130,1.799180
TAP_TAPCELL_ROW_36_235,VPWR,li1,44.3900,111.2130,1.799482
TAP_TAPCELL_ROW_36_234,VPWR,li1,18.6300,111.2130,1.799832
TAP_TAPCELL_ROW_35_233,VPWR,li1,108.7900,106.3860,1.798688
TAP_TAPCELL_ROW_35_232,VPWR,li1,83.0300,106.3860,1.798817
TAP_TAPCELL_ROW_35_231,VPWR,li1,57.2700,106.3860,1.799124
TAP_TAPCELL_ROW_35_230,VPWR,li1,31.5100,106.3860,1.799596
TAP_TAPCELL_ROW_34_229,VPWR,li1,95.9100,105.7730,1.798727
TAP_TAPCELL_ROW_34_228,VPWR,li1,70.1500,105.7730,1.798951
TAP_TAPCELL_ROW_34_227,VPWR,li1,44.3900,105.7730,1.799361
TAP_TAPCELL_ROW_34_226,VPWR,li1,18.6300,105.7730,1.799794
TAP_TAPCELL_ROW_33_225,VPWR,li1,108.7900,100.9460,1.798895
TAP_TAPCELL_ROW_33_224,VPWR,li1,83.0300,100.9460,1.799020
TAP_TAPCELL_ROW_33_223,VPWR,li1,57.2700,100.9460,1.799287
TAP_TAPCELL_ROW_33_222,VPWR,li1,31.5100,100.9460,1.799654
TAP_TAPCELL_ROW_32_221,VPWR,li1,95.9100,100.3330,1.798943
TAP_TAPCELL_ROW_32_220,VPWR,li1,70.1500,100.3330,1.799126
TAP_TAPCELL_ROW_32_219,VPWR,li1,44.3900,100.3330,1.799456
TAP_TAPCELL_ROW_32_218,VPWR,li1,18.6300,100.3330,1.799812
TAP_TAPCELL_ROW_31_217,VPWR,li1,108.7900,95.5060,1.799063
TAP_TAPCELL_ROW_31_216,VPWR,li1,83.0300,95.5060,1.799180
TAP_TAPCELL_ROW_31_215,VPWR,li1,57.2700,95.5060,1.799424
TAP_TAPCELL_ROW_31_214,VPWR,li1,31.5100,95.5060,1.799738
TAP_TAPCELL_ROW_30_213,VPWR,li1,95.9100,94.8930,1.799099
TAP_TAPCELL_ROW_30_212,VPWR,li1,70.1500,94.8930,1.799293
TAP_TAPCELL_ROW_30_211,VPWR,li1,44.3900,94.8930,1.799575
TAP_TAPCELL_ROW_30_210,VPWR,li1,18.6300,94.8930,1.799859
TAP_TAPCELL_ROW_29_209,VPWR,li1,108.7900,90.0660,1.799449
TAP_TAPCELL_ROW_29_208,VPWR,li1,83.0300,90.0660,1.799488
TAP_TAPCELL_ROW_29_207,VPWR,li1,57.2700,90.0660,1.799614
TAP_TAPCELL_ROW_29_206,VPWR,li1,31.5100,90.0660,1.799805
TAP_TAPCELL_ROW_28_205,VPWR,li1,95.9100,89.4530,1.799459
TAP_TAPCELL_ROW_28_204,VPWR,li1,70.1500,89.4530,1.799546
TAP_TAPCELL_ROW_28_203,VPWR,li1,44.3900,89.4530,1.799702
TAP_TAPCELL_ROW_28_202,VPWR,li1,18.6300,89.4530,1.799904
TAP_TAPCELL_ROW_27_201,VPWR,li1,108.7900,84.6260,1.799538
TAP_TAPCELL_ROW_27_200,VPWR,li1,83.0300,84.6260,1.799564
TAP_TAPCELL_ROW_27_199,VPWR,li1,57.2700,84.6260,1.799669
TAP_TAPCELL_ROW_27_198,VPWR,li1,31.5100,84.6260,1.799840
TAP_TAPCELL_ROW_26_197,VPWR,li1,95.9100,84.0130,1.799546
TAP_TAPCELL_ROW_26_196,VPWR,li1,70.1500,84.0130,1.799610
TAP_TAPCELL_ROW_26_195,VPWR,li1,44.3900,84.0130,1.799745
TAP_TAPCELL_ROW_26_194,VPWR,li1,18.6300,84.0130,1.799917
TAP_TAPCELL_ROW_25_193,VPWR,li1,108.7900,79.1860,1.799722
TAP_TAPCELL_ROW_25_192,VPWR,li1,83.0300,79.1860,1.799753
TAP_TAPCELL_ROW_25_191,VPWR,li1,57.2700,79.1860,1.799814
TAP_TAPCELL_ROW_25_190,VPWR,li1,31.5100,79.1860,1.799909
TAP_TAPCELL_ROW_24_189,VPWR,li1,95.9100,78.5730,1.799734
TAP_TAPCELL_ROW_24_188,VPWR,li1,70.1500,78.5730,1.799783
TAP_TAPCELL_ROW_24_187,VPWR,li1,44.3900,78.5730,1.799860
TAP_TAPCELL_ROW_24_186,VPWR,li1,18.6300,78.5730,1.799950
TAP_TAPCELL_ROW_23_185,VPWR,li1,108.7900,73.7460,1.799724
TAP_TAPCELL_ROW_23_184,VPWR,li1,83.0300,73.7460,1.799740
TAP_TAPCELL_ROW_23_183,VPWR,li1,57.2700,73.7460,1.799783
TAP_TAPCELL_ROW_23_182,VPWR,li1,31.5100,73.7460,1.799868
TAP_TAPCELL_ROW_22_181,VPWR,li1,95.9100,73.1330,1.799730
TAP_TAPCELL_ROW_22_180,VPWR,li1,70.1500,73.1330,1.799758
TAP_TAPCELL_ROW_22_179,VPWR,li1,44.3900,73.1330,1.799816
TAP_TAPCELL_ROW_22_178,VPWR,li1,18.6300,73.1330,1.799934
TAP_TAPCELL_ROW_21_177,VPWR,li1,108.7900,68.3060,1.799659
TAP_TAPCELL_ROW_21_176,VPWR,li1,83.0300,68.3060,1.799701
TAP_TAPCELL_ROW_21_175,VPWR,li1,57.2700,68.3060,1.799766
TAP_TAPCELL_ROW_21_174,VPWR,li1,31.5100,68.3060,1.799883
TAP_TAPCELL_ROW_20_173,VPWR,li1,95.9100,67.6930,1.799676
TAP_TAPCELL_ROW_20_172,VPWR,li1,70.1500,67.6930,1.799731
TAP_TAPCELL_ROW_20_171,VPWR,li1,44.3900,67.6930,1.799818
TAP_TAPCELL_ROW_20_170,VPWR,li1,18.6300,67.6930,1.799938
TAP_TAPCELL_ROW_19_169,VPWR,li1,108.7900,62.8660,1.799625
TAP_TAPCELL_ROW_19_168,VPWR,li1,83.0300,62.8660,1.799642
TAP_TAPCELL_ROW_19_167,VPWR,li1,57.2700,62.8660,1.799715
TAP_TAPCELL_ROW_19_166,VPWR,li1,31.5100,62.8660,1.799865
TAP_TAPCELL_ROW_18_165,VPWR,li1,95.9100,62.2530,1.799630
TAP_TAPCELL_ROW_18_164,VPWR,li1,70.1500,62.2530,1.799666
TAP_TAPCELL_ROW_18_163,VPWR,li1,44.3900,62.2530,1.799791
TAP_TAPCELL_ROW_18_162,VPWR,li1,18.6300,62.2530,1.799928
TAP_TAPCELL_ROW_17_161,VPWR,li1,108.7900,57.4260,1.799654
TAP_TAPCELL_ROW_17_160,VPWR,li1,83.0300,57.4260,1.799691
TAP_TAPCELL_ROW_17_159,VPWR,li1,57.2700,57.4260,1.799770
TAP_TAPCELL_ROW_17_158,VPWR,li1,31.5100,57.4260,1.799889
TAP_TAPCELL_ROW_16_157,VPWR,li1,95.9100,56.8130,1.799667
TAP_TAPCELL_ROW_16_156,VPWR,li1,70.1500,56.8130,1.799725
TAP_TAPCELL_ROW_16_155,VPWR,li1,44.3900,56.8130,1.799820
TAP_TAPCELL_ROW_16_154,VPWR,li1,18.6300,56.8130,1.799937
TAP_TAPCELL_ROW_15_153,VPWR,li1,108.7900,51.9860,1.799685
TAP_TAPCELL_ROW_15_152,VPWR,li1,83.0300,51.9860,1.799716
TAP_TAPCELL_ROW_15_151,VPWR,li1,57.2700,51.9860,1.799791
TAP_TAPCELL_ROW_15_150,VPWR,li1,31.5100,51.9860,1.799898
TAP_TAPCELL_ROW_14_149,VPWR,li1,95.9100,51.3730,1.799694
TAP_TAPCELL_ROW_14_148,VPWR,li1,70.1500,51.3730,1.799750
TAP_TAPCELL_ROW_14_147,VPWR,li1,44.3900,51.3730,1.799845
TAP_TAPCELL_ROW_14_146,VPWR,li1,18.6300,51.3730,1.799944
TAP_TAPCELL_ROW_13_145,VPWR,li1,108.7900,46.5460,1.799759
TAP_TAPCELL_ROW_13_144,VPWR,li1,83.0300,46.5460,1.799782
TAP_TAPCELL_ROW_13_143,VPWR,li1,57.2700,46.5460,1.799835
TAP_TAPCELL_ROW_13_142,VPWR,li1,31.5100,46.5460,1.799923
TAP_TAPCELL_ROW_12_141,VPWR,li1,95.9100,45.9330,1.799766
TAP_TAPCELL_ROW_12_140,VPWR,li1,70.1500,45.9330,1.799805
TAP_TAPCELL_ROW_12_139,VPWR,li1,44.3900,45.9330,1.799874
TAP_TAPCELL_ROW_12_138,VPWR,li1,18.6300,45.9330,1.799956
TAP_TAPCELL_ROW_11_137,VPWR,li1,108.7900,41.1060,1.799730
TAP_TAPCELL_ROW_11_136,VPWR,li1,83.0300,41.1060,1.799757
TAP_TAPCELL_ROW_11_135,VPWR,li1,57.2700,41.1060,1.799818
TAP_TAPCELL_ROW_11_134,VPWR,li1,31.5100,41.1060,1.799913
TAP_TAPCELL_ROW_10_133,VPWR,li1,95.9100,40.4930,1.799740
TAP_TAPCELL_ROW_10_132,VPWR,li1,70.1500,40.4930,1.799780
TAP_TAPCELL_ROW_10_131,VPWR,li1,44.3900,40.4930,1.799863
TAP_TAPCELL_ROW_10_130,VPWR,li1,18.6300,40.4930,1.799952
TAP_TAPCELL_ROW_9_129,VPWR,li1,108.7900,35.6660,1.799760
TAP_TAPCELL_ROW_9_128,VPWR,li1,83.0300,35.6660,1.799778
TAP_TAPCELL_ROW_9_127,VPWR,li1,57.2700,35.6660,1.799833
TAP_TAPCELL_ROW_9_126,VPWR,li1,31.5100,35.6660,1.799922
TAP_TAPCELL_ROW_8_125,VPWR,li1,95.9100,35.0530,1.799765
TAP_TAPCELL_ROW_8_124,VPWR,li1,70.1500,35.0530,1.799801
TAP_TAPCELL_ROW_8_123,VPWR,li1,44.3900,35.0530,1.799877
TAP_TAPCELL_ROW_8_122,VPWR,li1,18.6300,35.0530,1.799960
TAP_TAPCELL_ROW_7_121,VPWR,li1,108.7900,30.2260,1.799715
TAP_TAPCELL_ROW_7_120,VPWR,li1,83.0300,30.2260,1.799746
TAP_TAPCELL_ROW_7_119,VPWR,li1,57.2700,30.2260,1.799816
TAP_TAPCELL_ROW_7_118,VPWR,li1,31.5100,30.2260,1.799911
TAP_TAPCELL_ROW_6_117,VPWR,li1,95.9100,29.6130,1.799726
TAP_TAPCELL_ROW_6_116,VPWR,li1,70.1500,29.6130,1.799779
TAP_TAPCELL_ROW_6_115,VPWR,li1,44.3900,29.6130,1.799859
TAP_TAPCELL_ROW_6_114,VPWR,li1,18.6300,29.6130,1.799957
TAP_TAPCELL_ROW_5_113,VPWR,li1,108.7900,24.7860,1.799732
TAP_TAPCELL_ROW_5_112,VPWR,li1,83.0300,24.7860,1.799761
TAP_TAPCELL_ROW_5_111,VPWR,li1,57.2700,24.7860,1.799824
TAP_TAPCELL_ROW_5_110,VPWR,li1,31.5100,24.7860,1.799922
TAP_TAPCELL_ROW_4_109,VPWR,li1,95.9100,24.1730,1.799745
TAP_TAPCELL_ROW_4_108,VPWR,li1,70.1500,24.1730,1.799788
TAP_TAPCELL_ROW_4_107,VPWR,li1,44.3900,24.1730,1.799866
TAP_TAPCELL_ROW_4_106,VPWR,li1,18.6300,24.1730,1.799959
TAP_TAPCELL_ROW_3_105,VPWR,li1,108.7900,19.3460,1.799864
TAP_TAPCELL_ROW_3_104,VPWR,li1,83.0300,19.3460,1.799893
TAP_TAPCELL_ROW_3_103,VPWR,li1,57.2700,19.3460,1.799930
TAP_TAPCELL_ROW_3_102,VPWR,li1,31.5100,19.3460,1.799971
TAP_TAPCELL_ROW_2_101,VPWR,li1,95.9100,18.7330,1.799876
TAP_TAPCELL_ROW_2_100,VPWR,li1,70.1500,18.7330,1.799911
TAP_TAPCELL_ROW_2_99,VPWR,li1,44.3900,18.7330,1.799949
TAP_TAPCELL_ROW_2_98,VPWR,li1,18.6300,18.7330,1.799985
TAP_TAPCELL_ROW_1_97,VPWR,li1,108.7900,13.9060,1.799903
TAP_TAPCELL_ROW_1_96,VPWR,li1,83.0300,13.9060,1.799926
TAP_TAPCELL_ROW_1_95,VPWR,li1,57.2700,13.9060,1.799952
TAP_TAPCELL_ROW_1_94,VPWR,li1,31.5100,13.9060,1.799980
TAP_TAPCELL_ROW_0_93,VPWR,li1,108.7900,13.2930,1.799903
TAP_TAPCELL_ROW_0_92,VPWR,li1,95.9100,13.2930,1.799913
TAP_TAPCELL_ROW_0_91,VPWR,li1,83.0300,13.2930,1.799926
TAP_TAPCELL_ROW_0_90,VPWR,li1,70.1500,13.2930,1.799940
TAP_TAPCELL_ROW_0_89,VPWR,li1,57.2700,13.2930,1.799952
TAP_TAPCELL_ROW_0_88,VPWR,li1,44.3900,13.2930,1.799966
TAP_TAPCELL_ROW_0_87,VPWR,li1,31.5100,13.2930,1.799980
TAP_TAPCELL_ROW_0_86,VPWR,li1,18.6300,13.2930,1.799990
PHY_EDGE_ROW_42_Left_85,VPWR,li1,6.2100,127.8400,1.799808
PHY_EDGE_ROW_41_Left_84,VPWR,li1,6.2100,122.4000,1.799783
PHY_EDGE_ROW_40_Left_83,VPWR,li1,6.2100,122.4000,1.799783
PHY_EDGE_ROW_39_Left_82,VPWR,li1,6.2100,116.9600,1.799846
PHY_EDGE_ROW_38_Left_81,VPWR,li1,6.2100,116.9600,1.799846
PHY_EDGE_ROW_37_Left_80,VPWR,li1,6.2100,111.5200,1.799832
PHY_EDGE_ROW_36_Left_79,VPWR,li1,6.2100,111.5200,1.799832
PHY_EDGE_ROW_35_Left_78,VPWR,li1,6.2100,106.0800,1.799793
PHY_EDGE_ROW_34_Left_77,VPWR,li1,6.2100,106.0800,1.799793
PHY_EDGE_ROW_33_Left_76,VPWR,li1,6.2100,100.6400,1.799811
PHY_EDGE_ROW_32_Left_75,VPWR,li1,6.2100,100.6400,1.799811
